id,flight_code,origin,destination,air_time,distance,airport,flight_date
1307,AA-303,LGA,ORD,144,733,Chicago Ohare Intl,3/12/2020
1308,AA-303,LGA,ORD,133,733,Chicago Ohare Intl,3/21/2020
1309,AA-303,LGA,ORD,125,733,Chicago Ohare Intl,3/29/2020
1310,AA-303,LGA,ORD,133,733,Chicago Ohare Intl,5/14/2020
1311,AA-303,LGA,ORD,121,733,Chicago Ohare Intl,5/20/2020
1312,AA-305,LGA,ORD,142,733,Chicago Ohare Intl,1/2/2019
1313,AA-305,LGA,ORD,119,733,Chicago Ohare Intl,1/4/2019
1314,AA-305,LGA,ORD,116,733,Chicago Ohare Intl,1/22/2019
1315,AA-305,LGA,ORD,129,733,Chicago Ohare Intl,2/16/2019
1316,AA-305,LGA,ORD,146,733,Chicago Ohare Intl,3/2/2019
1317,AA-305,LGA,ORD,139,733,Chicago Ohare Intl,4/7/2019
1318,AA-305,LGA,ORD,125,733,Chicago Ohare Intl,5/1/2019
1319,AA-305,LGA,ORD,142,733,Chicago Ohare Intl,6/12/2019
1320,AA-305,LGA,ORD,123,733,Chicago Ohare Intl,8/2/2019
1321,AA-305,LGA,ORD,132,733,Chicago Ohare Intl,8/8/2019
1322,AA-305,LGA,ORD,131,733,Chicago Ohare Intl,8/10/2019
1323,AA-305,LGA,ORD,128,733,Chicago Ohare Intl,9/3/2019
1324,AA-305,LGA,ORD,138,733,Chicago Ohare Intl,9/11/2019
1325,AA-305,LGA,ORD,141,733,Chicago Ohare Intl,9/13/2019
1326,AA-305,LGA,ORD,122,733,Chicago Ohare Intl,10/8/2019
1327,AA-305,LGA,ORD,121,733,Chicago Ohare Intl,11/27/2019
1328,AA-305,LGA,ORD,143,733,Chicago Ohare Intl,12/30/2019
1329,AA-305,LGA,ORD,135,733,Chicago Ohare Intl,1/12/2020
1330,AA-305,LGA,ORD,138,733,Chicago Ohare Intl,2/23/2020
1331,AA-305,LGA,ORD,124,733,Chicago Ohare Intl,2/23/2020
1332,AA-305,LGA,ORD,122,733,Chicago Ohare Intl,3/15/2020
1333,AA-305,LGA,ORD,140,733,Chicago Ohare Intl,4/9/2020
1334,AA-305,LGA,ORD,116,733,Chicago Ohare Intl,5/2/2020
1335,AA-305,LGA,ORD,127,733,Chicago Ohare Intl,5/30/2020
1336,AA-305,LGA,ORD,124,733,Chicago Ohare Intl,5/31/2020
1337,AA-309,LGA,ORD,128,733,Chicago Ohare Intl,2/3/2019
1338,AA-309,LGA,ORD,112,733,Chicago Ohare Intl,3/2/2019
1339,AA-309,LGA,ORD,126,733,Chicago Ohare Intl,4/10/2019
1340,AA-309,LGA,ORD,129,733,Chicago Ohare Intl,4/16/2019
1341,AA-309,LGA,ORD,142,733,Chicago Ohare Intl,5/14/2019
1342,AA-309,LGA,ORD,120,733,Chicago Ohare Intl,5/14/2019
1343,AA-309,LGA,ORD,123,733,Chicago Ohare Intl,5/14/2019
1344,AA-309,LGA,ORD,136,733,Chicago Ohare Intl,6/7/2019
1345,AA-309,LGA,ORD,127,733,Chicago Ohare Intl,6/14/2019
1346,AA-309,LGA,ORD,139,733,Chicago Ohare Intl,6/16/2019
1347,AA-309,LGA,ORD,131,733,Chicago Ohare Intl,6/28/2019
1348,AA-309,LGA,ORD,127,733,Chicago Ohare Intl,7/23/2019
1349,AA-309,LGA,ORD,123,733,Chicago Ohare Intl,7/27/2019
1350,AA-309,LGA,ORD,120,733,Chicago Ohare Intl,7/29/2019
1351,AA-309,LGA,ORD,137,733,Chicago Ohare Intl,9/1/2019
1352,AA-309,LGA,ORD,141,733,Chicago Ohare Intl,9/2/2019
1353,AA-309,LGA,ORD,134,733,Chicago Ohare Intl,9/19/2019
1354,AA-309,LGA,ORD,121,733,Chicago Ohare Intl,1/19/2020
1355,AA-309,LGA,ORD,130,733,Chicago Ohare Intl,2/15/2020
1356,AA-309,LGA,ORD,132,733,Chicago Ohare Intl,2/25/2020
1357,AA-309,LGA,ORD,130,733,Chicago Ohare Intl,3/29/2020
1358,AA-309,LGA,ORD,126,733,Chicago Ohare Intl,4/11/2020
1359,AA-309,LGA,ORD,128,733,Chicago Ohare Intl,4/19/2020
1360,AA-309,LGA,ORD,118,733,Chicago Ohare Intl,4/26/2020
1361,AA-309,LGA,ORD,124,733,Chicago Ohare Intl,5/26/2020
1362,AA-313,LGA,ORD,123,733,Chicago Ohare Intl,2/14/2019
1363,AA-313,LGA,ORD,118,733,Chicago Ohare Intl,4/16/2019
1364,AA-313,LGA,ORD,120,733,Chicago Ohare Intl,4/23/2019
1365,AA-313,LGA,ORD,119,733,Chicago Ohare Intl,5/6/2019
1366,AA-313,LGA,ORD,122,733,Chicago Ohare Intl,6/8/2019
1367,AA-313,LGA,ORD,119,733,Chicago Ohare Intl,6/24/2019
1368,AA-313,LGA,ORD,121,733,Chicago Ohare Intl,6/27/2019
1369,AA-313,LGA,ORD,143,733,Chicago Ohare Intl,7/14/2019
1370,AA-313,LGA,ORD,139,733,Chicago Ohare Intl,9/22/2019
1371,AA-313,LGA,ORD,123,733,Chicago Ohare Intl,10/3/2019
1372,AA-313,LGA,ORD,118,733,Chicago Ohare Intl,10/14/2019
1373,AA-313,LGA,ORD,131,733,Chicago Ohare Intl,10/22/2019
1374,AA-313,LGA,ORD,115,733,Chicago Ohare Intl,11/8/2019
1375,AA-313,LGA,ORD,122,733,Chicago Ohare Intl,11/8/2019
1376,AA-313,LGA,ORD,144,733,Chicago Ohare Intl,11/29/2019
1377,AA-313,LGA,ORD,116,733,Chicago Ohare Intl,12/6/2019
1378,AA-313,LGA,ORD,121,733,Chicago Ohare Intl,1/17/2020
1379,AA-313,LGA,ORD,130,733,Chicago Ohare Intl,1/17/2020
1380,AA-313,LGA,ORD,129,733,Chicago Ohare Intl,1/23/2020
1381,AA-313,LGA,ORD,137,733,Chicago Ohare Intl,1/25/2020
1382,AA-313,LGA,ORD,127,733,Chicago Ohare Intl,1/29/2020
1383,AA-313,LGA,ORD,128,733,Chicago Ohare Intl,2/22/2020
1384,AA-313,LGA,ORD,130,733,Chicago Ohare Intl,2/23/2020
1385,AA-313,LGA,ORD,130,733,Chicago Ohare Intl,2/29/2020
1386,AA-313,LGA,ORD,125,733,Chicago Ohare Intl,3/1/2020
1387,AA-313,LGA,ORD,119,733,Chicago Ohare Intl,4/13/2020
1388,AA-313,LGA,ORD,125,733,Chicago Ohare Intl,5/3/2020
1389,AA-313,LGA,ORD,130,733,Chicago Ohare Intl,5/16/2020
1390,AA-313,LGA,ORD,118,733,Chicago Ohare Intl,5/31/2020
1391,AA-319,LGA,ORD,119,733,Chicago Ohare Intl,3/24/2019
1392,AA-319,LGA,ORD,115,733,Chicago Ohare Intl,3/25/2019
1393,AA-319,LGA,ORD,132,733,Chicago Ohare Intl,3/27/2019
1394,AA-319,LGA,ORD,116,733,Chicago Ohare Intl,3/31/2019
1395,AA-319,LGA,ORD,120,733,Chicago Ohare Intl,4/26/2019
1396,AA-319,LGA,ORD,113,733,Chicago Ohare Intl,5/14/2019
1397,AA-319,LGA,ORD,118,733,Chicago Ohare Intl,6/9/2019
1398,AA-319,LGA,ORD,131,733,Chicago Ohare Intl,6/12/2019
1399,AA-319,LGA,ORD,132,733,Chicago Ohare Intl,7/19/2019
1400,AA-319,LGA,ORD,121,733,Chicago Ohare Intl,7/25/2019
1401,AA-319,LGA,ORD,116,733,Chicago Ohare Intl,8/18/2019
1402,AA-319,LGA,ORD,122,733,Chicago Ohare Intl,8/30/2019
1403,AA-319,LGA,ORD,129,733,Chicago Ohare Intl,9/4/2019
1404,AA-319,LGA,ORD,142,733,Chicago Ohare Intl,9/9/2019
1405,AA-319,LGA,ORD,125,733,Chicago Ohare Intl,9/11/2019
1406,AA-319,LGA,ORD,137,733,Chicago Ohare Intl,9/12/2019
1407,AA-319,LGA,ORD,123,733,Chicago Ohare Intl,9/19/2019
1408,AA-319,LGA,ORD,125,733,Chicago Ohare Intl,11/6/2019
1409,AA-319,LGA,ORD,119,733,Chicago Ohare Intl,11/18/2019
1410,AA-319,LGA,ORD,132,733,Chicago Ohare Intl,11/29/2019
1411,AA-319,LGA,ORD,126,733,Chicago Ohare Intl,1/20/2020
1412,AA-319,LGA,ORD,129,733,Chicago Ohare Intl,2/3/2020
1413,AA-319,LGA,ORD,125,733,Chicago Ohare Intl,2/17/2020
1414,AA-319,LGA,ORD,134,733,Chicago Ohare Intl,3/29/2020
1415,AA-319,LGA,ORD,145,733,Chicago Ohare Intl,4/1/2020
1416,AA-319,LGA,ORD,125,733,Chicago Ohare Intl,4/17/2020
1417,AA-319,LGA,ORD,145,733,Chicago Ohare Intl,4/22/2020
1418,AA-319,LGA,ORD,119,733,Chicago Ohare Intl,5/18/2020
1419,AA-319,LGA,ORD,133,733,Chicago Ohare Intl,5/24/2020
1420,AA-321,LGA,ORD,118,733,Chicago Ohare Intl,2/11/2019
1421,AA-321,LGA,ORD,125,733,Chicago Ohare Intl,4/15/2019
1422,AA-321,LGA,ORD,133,733,Chicago Ohare Intl,7/12/2019
1423,AA-321,LGA,ORD,118,733,Chicago Ohare Intl,7/31/2019
1424,AA-321,LGA,ORD,116,733,Chicago Ohare Intl,4/2/2020
1425,AA-321,LGA,ORD,NA,733,Chicago Ohare Intl,6/26/2020
1426,AA-327,LGA,ORD,142,733,Chicago Ohare Intl,2/1/2019
1427,AA-327,LGA,ORD,119,733,Chicago Ohare Intl,3/2/2019
1428,AA-327,LGA,ORD,114,733,Chicago Ohare Intl,3/19/2019
1429,AA-327,LGA,ORD,125,733,Chicago Ohare Intl,3/26/2019
1430,AA-327,LGA,ORD,122,733,Chicago Ohare Intl,4/5/2019
1431,AA-327,LGA,ORD,NA,733,Chicago Ohare Intl,4/5/2019
1432,AA-327,LGA,ORD,118,733,Chicago Ohare Intl,5/5/2019
1433,AA-327,LGA,ORD,124,733,Chicago Ohare Intl,5/31/2019
1434,AA-327,LGA,ORD,123,733,Chicago Ohare Intl,7/4/2019
1435,AA-327,LGA,ORD,137,733,Chicago Ohare Intl,7/13/2019
1436,AA-327,LGA,ORD,129,733,Chicago Ohare Intl,7/19/2019
1437,AA-327,LGA,ORD,122,733,Chicago Ohare Intl,8/22/2019
1438,AA-327,LGA,ORD,127,733,Chicago Ohare Intl,8/31/2019
1439,AA-327,LGA,ORD,127,733,Chicago Ohare Intl,9/1/2019
1440,AA-327,LGA,ORD,139,733,Chicago Ohare Intl,10/9/2019
1441,AA-327,LGA,ORD,122,733,Chicago Ohare Intl,10/9/2019
1442,AA-327,LGA,ORD,140,733,Chicago Ohare Intl,10/11/2019
1443,AA-327,LGA,ORD,133,733,Chicago Ohare Intl,11/16/2019
1444,AA-327,LGA,ORD,124,733,Chicago Ohare Intl,12/10/2019
1445,AA-327,LGA,ORD,124,733,Chicago Ohare Intl,1/12/2020
1446,AA-327,LGA,ORD,122,733,Chicago Ohare Intl,1/13/2020
1447,AA-327,LGA,ORD,121,733,Chicago Ohare Intl,1/25/2020
1448,AA-327,LGA,ORD,122,733,Chicago Ohare Intl,2/21/2020
1449,AA-327,LGA,ORD,127,733,Chicago Ohare Intl,3/3/2020
1450,AA-327,LGA,ORD,119,733,Chicago Ohare Intl,4/29/2020
1451,AA-327,LGA,ORD,118,733,Chicago Ohare Intl,5/5/2020
1452,AA-327,LGA,ORD,121,733,Chicago Ohare Intl,5/17/2020
1453,AA-327,LGA,ORD,128,733,Chicago Ohare Intl,5/25/2020
1454,AA-327,LGA,ORD,NA,733,Chicago Ohare Intl,6/6/2020
1455,AA-329,LGA,ORD,120,733,Chicago Ohare Intl,1/28/2019
1456,AA-329,LGA,ORD,140,733,Chicago Ohare Intl,1/28/2019
1457,AA-329,LGA,ORD,135,733,Chicago Ohare Intl,4/12/2019
1458,AA-329,LGA,ORD,127,733,Chicago Ohare Intl,4/24/2019
1459,AA-329,LGA,ORD,143,733,Chicago Ohare Intl,5/3/2019
1460,AA-329,LGA,ORD,123,733,Chicago Ohare Intl,5/6/2019
1461,AA-329,LGA,ORD,142,733,Chicago Ohare Intl,5/8/2019
1462,AA-329,LGA,ORD,125,733,Chicago Ohare Intl,6/23/2019
1463,AA-329,LGA,ORD,124,733,Chicago Ohare Intl,7/7/2019
1464,AA-329,LGA,ORD,118,733,Chicago Ohare Intl,10/1/2019
1465,AA-329,LGA,ORD,132,733,Chicago Ohare Intl,11/12/2019
1466,AA-329,LGA,ORD,117,733,Chicago Ohare Intl,12/20/2019
1467,AA-329,LGA,ORD,125,733,Chicago Ohare Intl,12/22/2019
1468,AA-329,LGA,ORD,135,733,Chicago Ohare Intl,1/10/2020
1469,AA-329,LGA,ORD,123,733,Chicago Ohare Intl,1/22/2020
1470,AA-329,LGA,ORD,134,733,Chicago Ohare Intl,1/24/2020
1471,AA-329,LGA,ORD,124,733,Chicago Ohare Intl,2/10/2020
1472,AA-329,LGA,ORD,120,733,Chicago Ohare Intl,2/24/2020
1473,AA-329,LGA,ORD,124,733,Chicago Ohare Intl,2/27/2020
1474,AA-329,LGA,ORD,NA,733,Chicago Ohare Intl,3/14/2020
1475,AA-329,LGA,ORD,126,733,Chicago Ohare Intl,4/2/2020
1476,AA-329,LGA,ORD,147,733,Chicago Ohare Intl,4/21/2020
1477,AA-329,LGA,ORD,119,733,Chicago Ohare Intl,4/25/2020
1478,AA-329,LGA,ORD,139,733,Chicago Ohare Intl,4/28/2020
1479,AA-329,LGA,ORD,134,733,Chicago Ohare Intl,4/30/2020
1480,AA-33,JFK,LAX,341,2475,Los Angeles Intl,1/3/2019
1481,AA-33,JFK,LAX,337,2475,Los Angeles Intl,1/17/2019
1482,AA-33,JFK,LAX,354,2475,Los Angeles Intl,2/1/2019
1483,AA-33,JFK,LAX,318,2475,Los Angeles Intl,2/5/2019
1484,AA-33,JFK,LAX,343,2475,Los Angeles Intl,2/25/2019
1485,AA-33,JFK,LAX,342,2475,Los Angeles Intl,5/19/2019
1486,AA-33,JFK,LAX,347,2475,Los Angeles Intl,6/22/2019
1487,AA-33,JFK,LAX,380,2475,Los Angeles Intl,8/25/2019
1488,AA-33,JFK,LAX,312,2475,Los Angeles Intl,8/31/2019
1489,AA-33,JFK,LAX,358,2475,Los Angeles Intl,9/15/2019
1490,AA-33,JFK,LAX,330,2475,Los Angeles Intl,9/16/2019
1491,AA-33,JFK,LAX,338,2475,Los Angeles Intl,9/18/2019
1492,AA-33,JFK,LAX,357,2475,Los Angeles Intl,9/20/2019
1493,AA-33,JFK,LAX,351,2475,Los Angeles Intl,12/20/2019
1494,AA-33,JFK,LAX,367,2475,Los Angeles Intl,12/28/2019
1495,AA-33,JFK,LAX,327,2475,Los Angeles Intl,1/7/2020
1496,AA-33,JFK,LAX,350,2475,Los Angeles Intl,1/13/2020
1497,AA-33,JFK,LAX,363,2475,Los Angeles Intl,2/16/2020
1498,AA-33,JFK,LAX,357,2475,Los Angeles Intl,3/1/2020
1499,AA-33,JFK,LAX,362,2475,Los Angeles Intl,3/15/2020
1500,AA-33,JFK,LAX,313,2475,Los Angeles Intl,3/18/2020
1501,AA-33,JFK,LAX,336,2475,Los Angeles Intl,3/26/2020
1502,AA-33,JFK,LAX,353,2475,Los Angeles Intl,3/29/2020
1503,AA-33,JFK,LAX,360,2475,Los Angeles Intl,4/18/2020
1504,AA-33,JFK,LAX,354,2475,Los Angeles Intl,5/28/2020
1505,AA-337,LGA,ORD,137,733,Chicago Ohare Intl,1/2/2019
1506,AA-337,LGA,ORD,118,733,Chicago Ohare Intl,1/7/2019
1507,AA-337,LGA,ORD,125,733,Chicago Ohare Intl,1/11/2019
1508,AA-337,LGA,ORD,134,733,Chicago Ohare Intl,2/21/2019
1509,AA-337,LGA,ORD,120,733,Chicago Ohare Intl,3/17/2019
1510,AA-337,LGA,ORD,141,733,Chicago Ohare Intl,4/8/2019
1511,AA-337,LGA,ORD,126,733,Chicago Ohare Intl,4/11/2019
1512,AA-337,LGA,ORD,NA,733,Chicago Ohare Intl,4/20/2019
1513,AA-337,LGA,ORD,131,733,Chicago Ohare Intl,4/24/2019
1514,AA-337,LGA,ORD,118,733,Chicago Ohare Intl,4/30/2019
1515,AA-337,LGA,ORD,122,733,Chicago Ohare Intl,6/15/2019
1516,AA-337,LGA,ORD,120,733,Chicago Ohare Intl,6/18/2019
1517,AA-337,LGA,ORD,125,733,Chicago Ohare Intl,6/18/2019
1518,AA-337,LGA,ORD,142,733,Chicago Ohare Intl,7/23/2019
1519,AA-337,LGA,ORD,124,733,Chicago Ohare Intl,8/4/2019
1520,AA-337,LGA,ORD,125,733,Chicago Ohare Intl,10/13/2019
1521,AA-337,LGA,ORD,129,733,Chicago Ohare Intl,12/23/2019
1522,AA-337,LGA,ORD,119,733,Chicago Ohare Intl,12/28/2019
1523,AA-337,LGA,ORD,119,733,Chicago Ohare Intl,2/25/2020
1524,AA-337,LGA,ORD,147,733,Chicago Ohare Intl,2/29/2020
1525,AA-337,LGA,ORD,118,733,Chicago Ohare Intl,3/31/2020
1526,AA-337,LGA,ORD,141,733,Chicago Ohare Intl,4/30/2020
1527,AA-337,LGA,ORD,138,733,Chicago Ohare Intl,5/12/2020
1528,AA-337,LGA,ORD,133,733,Chicago Ohare Intl,6/4/2020
1529,AA-341,LGA,ORD,145,733,Chicago Ohare Intl,1/28/2019
1530,AA-341,LGA,ORD,133,733,Chicago Ohare Intl,2/3/2019
1531,AA-341,LGA,ORD,132,733,Chicago Ohare Intl,3/22/2019
1532,AA-341,LGA,ORD,132,733,Chicago Ohare Intl,4/28/2019
1533,AA-341,LGA,ORD,122,733,Chicago Ohare Intl,5/17/2019
1534,AA-341,LGA,ORD,125,733,Chicago Ohare Intl,6/4/2019
1535,AA-341,LGA,ORD,124,733,Chicago Ohare Intl,6/29/2019
1536,AA-341,LGA,ORD,121,733,Chicago Ohare Intl,7/30/2019
1537,AA-341,LGA,ORD,124,733,Chicago Ohare Intl,9/1/2019
1538,AA-341,LGA,ORD,121,733,Chicago Ohare Intl,9/15/2019
1539,AA-341,LGA,ORD,118,733,Chicago Ohare Intl,10/18/2019
1540,AA-341,LGA,ORD,135,733,Chicago Ohare Intl,10/18/2019
1541,AA-341,LGA,ORD,125,733,Chicago Ohare Intl,10/19/2019
1542,AA-341,LGA,ORD,139,733,Chicago Ohare Intl,10/21/2019
1543,AA-341,LGA,ORD,129,733,Chicago Ohare Intl,11/28/2019
1544,AA-341,LGA,ORD,125,733,Chicago Ohare Intl,12/1/2019
1545,AA-341,LGA,ORD,133,733,Chicago Ohare Intl,12/22/2019
1546,AA-341,LGA,ORD,123,733,Chicago Ohare Intl,12/27/2019
1547,AA-341,LGA,ORD,129,733,Chicago Ohare Intl,1/6/2020
1548,AA-341,LGA,ORD,146,733,Chicago Ohare Intl,3/4/2020
1549,AA-341,LGA,ORD,126,733,Chicago Ohare Intl,3/12/2020
1550,AA-341,LGA,ORD,125,733,Chicago Ohare Intl,3/25/2020
1551,AA-341,LGA,ORD,122,733,Chicago Ohare Intl,3/28/2020
1552,AA-341,LGA,ORD,131,733,Chicago Ohare Intl,3/28/2020
1553,AA-341,LGA,ORD,138,733,Chicago Ohare Intl,4/18/2020
1554,AA-341,LGA,ORD,126,733,Chicago Ohare Intl,4/28/2020
1555,AA-341,LGA,ORD,138,733,Chicago Ohare Intl,5/16/2020
1556,AA-341,LGA,ORD,120,733,Chicago Ohare Intl,6/3/2020
1557,AA-345,LGA,ORD,138,733,Chicago Ohare Intl,3/30/2019
1558,AA-345,LGA,ORD,123,733,Chicago Ohare Intl,4/16/2019
1559,AA-345,LGA,ORD,121,733,Chicago Ohare Intl,4/30/2019
1560,AA-345,LGA,ORD,114,733,Chicago Ohare Intl,5/10/2019
1561,AA-345,LGA,ORD,129,733,Chicago Ohare Intl,5/20/2019
1562,AA-345,LGA,ORD,141,733,Chicago Ohare Intl,6/7/2019
1563,AA-345,LGA,ORD,123,733,Chicago Ohare Intl,8/18/2019
1564,AA-345,LGA,ORD,120,733,Chicago Ohare Intl,9/1/2019
1565,AA-345,LGA,ORD,134,733,Chicago Ohare Intl,9/14/2019
1566,AA-345,LGA,ORD,124,733,Chicago Ohare Intl,9/25/2019
1567,AA-345,LGA,ORD,122,733,Chicago Ohare Intl,10/7/2019
1568,AA-345,LGA,ORD,127,733,Chicago Ohare Intl,11/1/2019
1569,AA-345,LGA,ORD,120,733,Chicago Ohare Intl,11/13/2019
1570,AA-345,LGA,ORD,132,733,Chicago Ohare Intl,12/9/2019
1571,AA-345,LGA,ORD,129,733,Chicago Ohare Intl,12/25/2019
1572,AA-345,LGA,ORD,120,733,Chicago Ohare Intl,12/26/2019
1573,AA-345,LGA,ORD,125,733,Chicago Ohare Intl,1/13/2020
1574,AA-345,LGA,ORD,134,733,Chicago Ohare Intl,1/18/2020
1575,AA-345,LGA,ORD,141,733,Chicago Ohare Intl,1/24/2020
1576,AA-345,LGA,ORD,114,733,Chicago Ohare Intl,2/10/2020
1577,AA-345,LGA,ORD,131,733,Chicago Ohare Intl,3/6/2020
1578,AA-345,LGA,ORD,131,733,Chicago Ohare Intl,4/8/2020
1579,AA-345,LGA,ORD,117,733,Chicago Ohare Intl,4/16/2020
1580,AA-345,LGA,ORD,127,733,Chicago Ohare Intl,5/31/2020
1581,AA-353,LGA,ORD,129,733,Chicago Ohare Intl,2/10/2019
1582,AA-353,LGA,ORD,127,733,Chicago Ohare Intl,3/7/2019
1583,AA-353,LGA,ORD,119,733,Chicago Ohare Intl,3/22/2019
1584,AA-353,LGA,ORD,111,733,Chicago Ohare Intl,5/24/2019
1585,AA-353,LGA,ORD,123,733,Chicago Ohare Intl,6/17/2019
1586,AA-353,LGA,ORD,130,733,Chicago Ohare Intl,6/22/2019
1587,AA-353,LGA,ORD,132,733,Chicago Ohare Intl,7/3/2019
1588,AA-353,LGA,ORD,111,733,Chicago Ohare Intl,8/20/2019
1589,AA-353,LGA,ORD,149,733,Chicago Ohare Intl,11/3/2019
1590,AA-353,LGA,ORD,115,733,Chicago Ohare Intl,11/17/2019
1591,AA-353,LGA,ORD,121,733,Chicago Ohare Intl,11/29/2019
1592,AA-353,LGA,ORD,122,733,Chicago Ohare Intl,12/21/2019
1593,AA-353,LGA,ORD,126,733,Chicago Ohare Intl,12/28/2019
1594,AA-353,LGA,ORD,125,733,Chicago Ohare Intl,1/6/2020
1595,AA-353,LGA,ORD,142,733,Chicago Ohare Intl,1/23/2020
1596,AA-353,LGA,ORD,120,733,Chicago Ohare Intl,2/5/2020
1597,AA-353,LGA,ORD,124,733,Chicago Ohare Intl,2/16/2020
1598,AA-353,LGA,ORD,115,733,Chicago Ohare Intl,2/19/2020
1599,AA-353,LGA,ORD,125,733,Chicago Ohare Intl,2/24/2020
1600,AA-353,LGA,ORD,138,733,Chicago Ohare Intl,3/29/2020
1601,AA-353,LGA,ORD,120,733,Chicago Ohare Intl,5/9/2020
1602,AA-353,LGA,ORD,136,733,Chicago Ohare Intl,5/18/2020
1603,AA-353,LGA,ORD,118,733,Chicago Ohare Intl,5/18/2020
1604,AA-353,LGA,ORD,123,733,Chicago Ohare Intl,6/16/2020
1605,AA-359,LGA,ORD,118,733,Chicago Ohare Intl,2/27/2019
1606,AA-359,LGA,ORD,130,733,Chicago Ohare Intl,3/19/2019
1607,AA-359,LGA,ORD,126,733,Chicago Ohare Intl,3/21/2019
1608,AA-359,LGA,ORD,139,733,Chicago Ohare Intl,6/6/2019
1609,AA-359,LGA,ORD,120,733,Chicago Ohare Intl,6/9/2019
1610,AA-359,LGA,ORD,117,733,Chicago Ohare Intl,7/3/2019
1611,AA-359,LGA,ORD,146,733,Chicago Ohare Intl,7/10/2019
1612,AA-359,LGA,ORD,136,733,Chicago Ohare Intl,8/13/2019
1613,AA-359,LGA,ORD,110,733,Chicago Ohare Intl,8/19/2019
1614,AA-359,LGA,ORD,124,733,Chicago Ohare Intl,9/12/2019
1615,AA-359,LGA,ORD,119,733,Chicago Ohare Intl,9/19/2019
1616,AA-359,LGA,ORD,165,733,Chicago Ohare Intl,9/22/2019
1617,AA-359,LGA,ORD,126,733,Chicago Ohare Intl,10/23/2019
1618,AA-359,LGA,ORD,125,733,Chicago Ohare Intl,10/28/2019
1619,AA-359,LGA,ORD,130,733,Chicago Ohare Intl,11/8/2019
1620,AA-359,LGA,ORD,120,733,Chicago Ohare Intl,12/28/2019
1621,AA-359,LGA,ORD,112,733,Chicago Ohare Intl,1/10/2020
1622,AA-359,LGA,ORD,122,733,Chicago Ohare Intl,1/18/2020
1623,AA-359,LGA,ORD,137,733,Chicago Ohare Intl,1/20/2020
1624,AA-359,LGA,ORD,115,733,Chicago Ohare Intl,3/16/2020
1625,AA-359,LGA,ORD,122,733,Chicago Ohare Intl,5/14/2020
1626,AA-359,LGA,ORD,114,733,Chicago Ohare Intl,5/19/2020
1627,AA-359,LGA,ORD,125,733,Chicago Ohare Intl,5/21/2020
1628,AA-359,LGA,ORD,125,733,Chicago Ohare Intl,7/1/2020
1629,AA-371,LGA,ORD,122,733,Chicago Ohare Intl,1/7/2019
1630,AA-371,LGA,ORD,119,733,Chicago Ohare Intl,2/17/2019
1631,AA-371,LGA,ORD,125,733,Chicago Ohare Intl,3/27/2019
1632,AA-371,LGA,ORD,128,733,Chicago Ohare Intl,4/15/2019
1633,AA-371,LGA,ORD,118,733,Chicago Ohare Intl,5/19/2019
1634,AA-371,LGA,ORD,120,733,Chicago Ohare Intl,5/23/2019
1635,AA-371,LGA,ORD,129,733,Chicago Ohare Intl,6/14/2019
1636,AA-371,LGA,ORD,113,733,Chicago Ohare Intl,7/19/2019
1637,AA-371,LGA,ORD,139,733,Chicago Ohare Intl,8/25/2019
1638,AA-371,LGA,ORD,126,733,Chicago Ohare Intl,9/17/2019
1639,AA-371,LGA,ORD,120,733,Chicago Ohare Intl,9/18/2019
1640,AA-371,LGA,ORD,123,733,Chicago Ohare Intl,10/2/2019
1641,AA-371,LGA,ORD,123,733,Chicago Ohare Intl,10/26/2019
1642,AA-371,LGA,ORD,127,733,Chicago Ohare Intl,11/7/2019
1643,AA-371,LGA,ORD,140,733,Chicago Ohare Intl,11/13/2019
1644,AA-371,LGA,ORD,136,733,Chicago Ohare Intl,12/9/2019
1645,AA-371,LGA,ORD,117,733,Chicago Ohare Intl,12/12/2019
1646,AA-371,LGA,ORD,117,733,Chicago Ohare Intl,3/1/2020
1647,AA-371,LGA,ORD,115,733,Chicago Ohare Intl,3/14/2020
1648,AA-371,LGA,ORD,126,733,Chicago Ohare Intl,4/12/2020
1649,AA-371,LGA,ORD,117,733,Chicago Ohare Intl,5/9/2020
1650,AA-371,LGA,ORD,132,733,Chicago Ohare Intl,5/28/2020
1651,AA-371,LGA,ORD,120,733,Chicago Ohare Intl,5/31/2020
1652,AA-371,LGA,ORD,126,733,Chicago Ohare Intl,6/25/2020
1653,AA-415,JFK,MIA,162,1089,Miami Intl,5/30/2019
1654,AA-415,JFK,MIA,166,1089,Miami Intl,6/9/2019
1655,AA-415,JFK,MIA,140,1089,Miami Intl,9/18/2019
1656,AA-415,JFK,MIA,164,1089,Miami Intl,10/10/2019
1657,AA-443,JFK,MIA,153,1089,Miami Intl,2/4/2019
1658,AA-443,JFK,MIA,148,1089,Miami Intl,2/19/2019
1659,AA-443,JFK,MIA,159,1089,Miami Intl,2/19/2019
1660,AA-443,JFK,MIA,164,1089,Miami Intl,2/28/2019
1661,AA-443,JFK,MIA,155,1089,Miami Intl,4/21/2019
1662,AA-443,JFK,MIA,154,1089,Miami Intl,4/27/2019
1663,AA-443,JFK,MIA,152,1089,Miami Intl,5/21/2019
1664,AA-443,JFK,MIA,168,1089,Miami Intl,5/23/2019
1665,AA-443,JFK,MIA,161,1089,Miami Intl,6/12/2019
1666,AA-443,JFK,MIA,144,1089,Miami Intl,6/16/2019
